Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (m²),Floor Size (m²),Year Built,Last Rental Price,Last Rental Date,Days on Market,Active Listing,Capital Value
2/451 HEREFORD STREET,"Linwood, Christchurch",8011,2,1,1,511,70,1965,450,17/11/2023,5,FALSE,385000
1/467 HEREFORD STREET,"Linwood, Christchurch",8011,2,1,1,511,290,1975,399,7/05/2023,22,FALSE,355000
3/477 HEREFORD STREET,"Linwood, Christchurch",8011,2,1,1,511,70,1975,380,29/11/2023,24,FALSE,500000
7/491 HEREFORD STREET,"Linwood, Christchurch",8011,2,2,1,126,68,2022,495,27/07/2023,7,FALSE,2800000
3/547 HEREFORD STREET,"Linwood, Christchurch",8011,2,1,1,511,80,1975,450,14/04/2024,25,TRUE,500000
2/574 HEREFORD STREET,"Linwood, Christchurch",8011,2,1,1,511,70,1975,350,11/04/2023,7,FALSE,490000
4/605 HEREFORD STREET,"Linwood, Christchurch",8011,2,1,1,511,70,1975,370,26/01/2024,10,FALSE,390000
2/630 HEREFORD STREET,"Linwood, Christchurch",8011,2,1,1,511,70,1985,465,22/03/2024,7,FALSE,390000
4/15 JOLLIE STREET,"Linwood, Christchurch",8062,2,2,1,125,98,2023,545,11/09/2023,8,FALSE,380000
3/21 LINWOOD AVENUE,"Linwood, Christchurch",8011,2,2,1,80,72,2023,490,2/07/2024,7,FALSE,380000
4/21 LINWOOD AVENUE,"Linwood, Christchurch",8011,2,1,1,80,72,2023,470,7/07/2023,19,FALSE,575000
8/21 LINWOOD AVENUE,"Linwood, Christchurch",8011,2,2,1,75,72,2023,490,10/10/2023,7,FALSE,380000
9/21 LINWOOD AVENUE,"Linwood, Christchurch",8011,2,2,1,120,72,2023,550,20/02/2024,19,FALSE,345000
4/54 LINWOOD AVENUE,"Linwood, Christchurch",8011,2,1,1,511,80,1965,520,20/02/2024,7,FALSE,350000
2/60 LINWOOD AVENUE,"Linwood, Christchurch",8011,2,2,1,135,72,2024,520,30/04/2024,9,TRUE,335000
2/62 LINWOOD AVENUE,"Linwood, Christchurch",8011,2,1,1,511,72,1980,440,19/09/2023,7,FALSE,620000
3/73 LINWOOD AVENUE,"Linwood, Christchurch",8011,2,2,1,163,74,2022,480,21/07/2023,17,FALSE,600000
3/95 LINWOOD AVENUE,"Linwood, Christchurch",8011,2,2,1,76,66,2023,475,16/06/2023,18,FALSE,600000
8/95 LINWOOD AVENUE,"Linwood, Christchurch",8011,2,2,1,104,66,2023,510,3/01/2024,7,FALSE,600000
200A LINWOOD AVENUE,"Linwood, Christchurch",8011,2,2,1,105,70,2024,485,20/04/2024,66,TRUE,610000
2/10A MCLEAN STREET,"Linwood, Christchurch",8062,2,3,1,65,76,2023,499,31/07/2023,36,FALSE,390000
3/10A MCLEAN STREET,"Linwood, Christchurch",8062,2,3,1,77,76,2023,499,8/02/2023,38,FALSE,560000
4/10A MCLEAN STREET,"Linwood, Christchurch",8062,2,3,1,102,92,2023,519,7/05/2023,15,FALSE,450000
1/49 MCLEAN STREET,"Linwood, Christchurch",8062,2,2,1,111,83,2023,480,7/10/2023,7,FALSE,600000
6/49 MCLEAN STREET,"Linwood, Christchurch",8062,2,2,1,93,82,2023,520,18/08/2023,46,FALSE,535000
7/49 MCLEAN STREET,"Linwood, Christchurch",8062,2,2,1,93,82,2023,515,4/11/2024,28,TRUE,545000
2/35 MECCA PLACE,"Linwood, Christchurch",8062,2,1,1,511,70,1975,400,14/11/2023,7,FALSE,550000
1/16 NORWICH STREET,"Linwood, Christchurch",8062,2,1,1,511,95,2014,440,29/05/2023,7,FALSE,565000
3/40 NORWICH STREET,"Linwood, Christchurch",8062,2,2,1,98,74,2022,480,1/11/2024,7,FALSE,570000
4/40 NORWICH STREET,"Linwood, Christchurch",8062,2,2,1,98,74,2022,505,15/04/2024,24,TRUE,620000
8/40 NORWICH STREET,"Linwood, Christchurch",8062,2,2,1,189,77,2022,490,18/03/2024,7,FALSE,580000
7/67 NORWICH STREET,"Linwood, Christchurch",8062,2,1,1,511,77,2000,390,25/09/2023,7,FALSE,570000
133 NURSERY ROAD,"Linwood, Christchurch",8011,2,2,1,129,93,2023,520,20/09/2023,8,FALSE,570000
135 NURSERY ROAD,"Linwood, Christchurch",8011,2,2,1,129,73,2023,510,19/10/2023,37,FALSE,390000
6/55 STANMORE ROAD,"Linwood, Christchurch",8011,2,2,1,66,67,2023,530,24/01/2024,57,FALSE,455000
3/64 STANMORE ROAD,"Linwood, Christchurch",8011,2,1,1,511,60,1975,440,15/11/2023,7,FALSE,510000
1/85 STANMORE ROAD,"Linwood, Christchurch",8011,2,1,1,511,70,2019,450,16/03/2024,7,FALSE,510000
2/126 STANMORE ROAD,"Linwood, Christchurch",8011,2,1,1,511,90,1975,490,16/11/2023,7,FALSE,570000
1/142 STANMORE ROAD,"Linwood, Christchurch",8011,2,12,12,511,850,1965,360,22/04/2024,17,TRUE,380000
3/158 STANMORE ROAD,"Linwood, Christchurch",8011,2,1,1,511,60,1975,380,6/07/2023,7,FALSE,610000
22 TANCRED STREET,"Linwood, Christchurch",8011,2,1,1,506,102,1920,350,15/08/2023,7,FALSE,610000
25 TANCRED STREET,"Linwood, Christchurch",8011,2,4,1,350,216,2023,515,25/07/2023,7,FALSE,540000
117A TANCRED STREET,"Linwood, Christchurch",8062,2,1,1,218,81,2023,550,11/10/2023,8,FALSE,355000
2/129 TANCRED STREET,"Linwood, Christchurch",8062,2,2,1,116,99,2023,549,2/08/2024,7,FALSE,450000
3/129 TANCRED STREET,"Linwood, Christchurch",8062,2,2,1,117,99,2023,500,20/07/2023,7,FALSE,375000
6/129 TANCRED STREET,"Linwood, Christchurch",8062,2,2,1,72,73,2023,495,20/06/2023,7,FALSE,2700000
8/129 TANCRED STREET,"Linwood, Christchurch",8062,2,2,1,72,73,2023,519,20/06/2023,8,FALSE,350000
12/129 TANCRED STREET,"Linwood, Christchurch",8062,2,2,1,90,73,2023,480,7/05/2023,16,FALSE,610000
15/129 TANCRED STREET,"Linwood, Christchurch",8062,2,2,1,70,72,2023,519,24/06/2023,7,FALSE,1175000
1/132 TANCRED STREET,"Linwood, Christchurch",8062,2,2,1,105,77,2024,550,17/03/2024,20,FALSE,555000
3/132 TANCRED STREET,"Linwood, Christchurch",8062,2,2,1,66,73,2024,550,4/03/2024,15,FALSE,690000
4 THOMAS STREET,"Linwood, Christchurch",8062,2,1,2,637,94,1940,550,13/07/2023,7,FALSE,675000
30 THOMAS STREET,"Linwood, Christchurch",8062,2,1,1,650,90,1940,500,10/02/2023,7,FALSE,595000
4/6 TRENT STREET,"Linwood, Christchurch",8011,2,1,1,117,62,2023,500,2/07/2024,23,FALSE,595000
5/6 TRENT STREET,"Linwood, Christchurch",8011,2,1,1,72,62,2023,510,3/01/2024,7,FALSE,605000
9/6 TRENT STREET,"Linwood, Christchurch",8011,2,1,1,71,61,2023,495,12/05/2023,12,FALSE,595000
15/6 TRENT STREET,"Linwood, Christchurch",8011,2,1,1,72,61,2023,425,28/02/2024,15,FALSE,540000
16/6 TRENT STREET,"Linwood, Christchurch",8011,2,1,1,71,61,2023,500,13/02/2024,7,FALSE,530000
3/21 TRENT STREET,"Linwood, Christchurch",8011,2,1,1,511,60,1965,400,21/08/2023,7,FALSE,485000
1/269 WOODHAM ROAD,"Linwood, Christchurch",8062,2,1,1,511,80,1970,400,25/07/2023,7,FALSE,455000
317 WOODHAM ROAD,"Linwood, Christchurch",8062,2,2,2,450,92,2013,630,14/02/2024,7,FALSE,540000
3/367 WORCESTER STREET,"Linwood, Christchurch",8011,2,1,1,511,77,2018,480,29/08/2023,6,FALSE,530000
6/376 WORCESTER STREET,"Linwood, Christchurch",8011,2,1,1,511,58,2017,470,5/06/2024,15,TRUE,530000
8/376 WORCESTER STREET,"Linwood, Christchurch",8011,2,1,1,511,67,2017,460,1/05/2024,7,FALSE,530000
9/376 WORCESTER STREET,"Linwood, Christchurch",8011,2,1,1,511,58,2017,470,19/12/2023,17,FALSE,530000
4/378 WORCESTER STREET,"Linwood, Christchurch",8011,2,3,1,68,108,2019,500,19/02/2024,7,FALSE,330000
1/408 WORCESTER STREET,"Linwood, Christchurch",8011,2,2,1,184,111,2012,540,16/11/2023,2,FALSE,620000
3/408 WORCESTER STREET,"Linwood, Christchurch",8011,2,2,1,142,111,2012,530,11/09/2023,26,FALSE,310000
2/417 WORCESTER STREET,"Linwood, Christchurch",8011,2,1,1,511,100,1975,450,2/11/2024,23,FALSE,540000
4/417 WORCESTER STREET,"Linwood, Christchurch",8011,2,1,1,511,80,1975,530,5/01/2024,8,TRUE,545000
5/425 WORCESTER STREET,"Linwood, Christchurch",8011,2,1,1,511,88,1970,410,8/04/2023,7,FALSE,420000
2/452 WORCESTER STREET,"Linwood, Christchurch",8011,2,1,1,511,90,1995,430,20/11/2023,7,FALSE,435000
4/452 WORCESTER STREET,"Linwood, Christchurch",8011,2,1,1,511,90,1990,400,14/06/2023,7,FALSE,435000
4/487 WORCESTER STREET,"Linwood, Christchurch",8011,2,1,1,511,70,1965,410,1/10/2024,7,FALSE,570000
3/499 WORCESTER STREET,"Linwood, Christchurch",8011,2,1,1,511,70,1975,460,12/05/2023,7,FALSE,510000
1/515 WORCESTER STREET,"Linwood, Christchurch",8011,2,2,1,139,71,2022,520,21/03/2024,7,FALSE,510000
2/515 WORCESTER STREET,"Linwood, Christchurch",8011,2,2,1,148,71,2022,485,29/08/2023,9,FALSE,310000
5/527 WORCESTER STREET,"Linwood, Christchurch",8011,2,1,1,270,59,1960,450,19/12/2023,7,FALSE,370000
550 WORCESTER STREET,"Linwood, Christchurch",8011,2,3,3,660,200,1960,420,19/03/2024,7,FALSE,350000
2/675 WORCESTER STREET,"Linwood, Christchurch",8062,2,1,1,134,76,2022,495,12/05/2023,22,FALSE,415000
3/675 WORCESTER STREET,"Linwood, Christchurch",8062,2,2,1,141,76,2022,500,12/05/2023,22,FALSE,415000
6/675 WORCESTER STREET,"Linwood, Christchurch",8062,2,2,1,173,76,2022,530,5/05/2024,4,TRUE,360000
58 WYON STREET,"Linwood, Christchurch",8062,2,1,2,511,100,1940,565,2/07/2024,7,FALSE,370000
6 AKAROA STREET,"Mairehau, Christchurch",8013,2,1,1,739,90,1950,460,20/02/2024,7,FALSE,530000
50 AKAROA STREET,"Mairehau, Christchurch",8013,2,1,1,658,90,1950,585,24/03/2024,4,FALSE,530000
6 ARCHER STREET,"Mairehau, Christchurch",8013,2,1,1,511,60,1970,495,27/10/2023,7,FALSE,340000
2/56 AYLESFORD STREET,"Mairehau, Christchurch",8013,2,1,1,511,64,1970,440,3/05/2024,7,FALSE,650000
72 AYLESFORD STREET,"Mairehau, Christchurch",8013,2,1,2,632,102,1920,600,18/01/2024,37,FALSE,555000
109B AYLESFORD STREET,"Mairehau, Christchurch",8013,2,1,1,164,60,1965,540,11/07/2023,7,FALSE,530000
1/148 AYLESFORD STREET,"Mairehau, Christchurch",8013,2,1,2,511,65,1970,440,25/01/2024,7,FALSE,540000
31A BRIGGS ROAD,"Mairehau, Christchurch",8052,2,1,1,511,100,1970,460,17/06/2023,7,FALSE,405000
15 ETHNE STREET,"Mairehau, Christchurch",8013,2,1,1,632,120,1950,675,23/02/2024,8,FALSE,465000
1/5 FERNBROOK PLACE,"Mairehau, Christchurch",8013,2,1,2,554,190,1980,540,11/03/2023,7,FALSE,465000
2/54 FRANCIS AVENUE,"Mairehau, Christchurch",8013,2,1,2,511,140,1990,730,1/11/2024,7,FALSE,435000
21 GLENFIELD CRESCENT,"Mairehau, Christchurch",8052,2,1,2,713,92,1950,550,15/04/2024,24,TRUE,375000
49 HARRISON STREET,"Mairehau, Christchurch",8013,2,1,1,481,70,1950,900,2/10/2024,7,FALSE,650000
238A HILLS ROAD,"Mairehau, Christchurch",8013,2,1,1,222,83,2019,495,30/06/2023,7,FALSE,360000
3/296 INNES ROAD,"Mairehau, Christchurch",8052,2,1,1,511,85,2000,750,11/01/2023,622,FALSE,280000
346 INNES ROAD,"Mairehau, Christchurch",8052,2,1,1,653,118,1950,645,11/03/2023,7,FALSE,430000
26 JEBSON STREET,"Mairehau, Christchurch",8013,2,1,2,741,90,1940,350,14/09/2023,7,FALSE,740000
59B KELLYS ROAD,"Mairehau, Christchurch",8052,2,1,2,511,70,1970,500,5/01/2024,8,TRUE,650000
48 KENSINGTON AVENUE,"Mairehau, Christchurch",8013,2,1,2,617,110,1940,570,9/09/2023,7,FALSE,720000
18 MINARET STREET,"Mairehau, Christchurch",8013,2,2,3,673,200,1970,700,22/04/2024,24,TRUE,540000
1/102 PHILPOTTS ROAD,"Mairehau, Christchurch",8052,2,1,1,511,63,1950,500,31/07/2023,7,FALSE,565000
109C WARRINGTON STREET,"Mairehau, Christchurch",8013,2,2,1,131,96,2023,590,17/11/2023,28,FALSE,530000
109D WARRINGTON STREET,"Mairehau, Christchurch",8013,2,2,1,131,110,2023,595,28/10/2023,7,FALSE,510000
2/268 WESTMINSTER STREET,"Mairehau, Christchurch",8013,2,1,1,511,110,1975,480,12/12/2023,7,FALSE,760000
2/294A WESTMINSTER STREET,"Mairehau, Christchurch",8013,2,1,1,511,100,1975,480,13/02/2024,7,FALSE,330000
4/28 AIKMANS ROAD,"Merivale, Christchurch",8014,2,1,1,511,70,1960,480,19/04/2024,32,TRUE,440000
1/99 AIKMANS ROAD,"Merivale, Christchurch",8014,2,1,6,511,780,1970,550,24/03/2024,7,FALSE,600000
2/111 AIKMANS ROAD,"Merivale, Christchurch",8014,2,1,1,511,100,1960,460,6/05/2023,7,FALSE,650000
3/129 AIKMANS ROAD,"Merivale, Christchurch",8014,2,1,1,511,78,2018,620,14/11/2023,7,FALSE,510000
1/135 AIKMANS ROAD,"Merivale, Christchurch",8014,2,1,1,511,95,1960,590,20/11/2023,7,FALSE,680000
4/135 AIKMANS ROAD,"Merivale, Christchurch",8014,2,1,1,511,74,1960,560,23/04/2024,16,TRUE,690000
4 ANDOVER STREET,"Merivale, Christchurch",8014,2,1,1,511,134,2017,600,12/06/2023,7,FALSE,425000
7/7 ANDOVER STREET,"Merivale, Christchurch",8014,2,1,1,511,63,1975,560,26/06/2023,7,FALSE,405000
2/25 ANDOVER STREET,"Merivale, Christchurch",8014,2,1,1,511,80,1970,380,6/09/2023,7,FALSE,640000
3/25 ANDOVER STREET,"Merivale, Christchurch",8014,2,1,1,511,100,1970,530,22/02/2024,7,FALSE,650000
1/27 ANDOVER STREET,"Merivale, Christchurch",8014,2,1,5,683,290,1970,420,7/03/2023,14,FALSE,640000
2/27 ANDOVER STREET,"Merivale, Christchurch",8014,2,1,1,511,64,1973,410,24/04/2024,43,TRUE,770000
1/29 ANDOVER STREET,"Merivale, Christchurch",8014,2,1,1,511,100,1990,530,1/10/2024,7,FALSE,730000
2/42 ANDOVER STREET,"Merivale, Christchurch",8014,2,1,1,511,100,1960,475,6/07/2023,7,FALSE,630000
5/28A CARLTON MILL ROAD,"Merivale, Christchurch",8014,2,2,2,511,193,2000,1000,24/04/2024,15,TRUE,970000
5/55 CARLTON MILL ROAD,"Merivale, Christchurch",8014,2,1,2,511,90,1990,575,7/05/2023,68,FALSE,750000
6/55 CARLTON MILL ROAD,"Merivale, Christchurch",8014,2,1,2,511,90,1990,620,1/04/2024,7,FALSE,560000
3/69 CARLTON MILL ROAD,"Merivale, Christchurch",8014,2,1,2,511,120,1990,565,15/01/2024,70,FALSE,670000
4/69 CARLTON MILL ROAD,"Merivale, Christchurch",8014,2,1,2,511,120,1990,565,10/09/2023,7,FALSE,650000
5/77 CARLTON MILL ROAD,"Merivale, Christchurch",8014,2,1,2,511,90,2000,525,28/07/2023,7,FALSE,550000
3/101 CARLTON MILL ROAD,"Merivale, Christchurch",8014,2,1,1,511,70,1970,470,30/04/2024,9,TRUE,700000
2B CHELTENHAM STREET,"Merivale, Christchurch",8014,2,2,1,76,77,2022,620,7/04/2023,7,FALSE,670000
2D CHELTENHAM STREET,"Merivale, Christchurch",8014,2,2,1,229,77,2022,630,15/03/2024,7,FALSE,2050000
8 CHELTENHAM STREET,"Merivale, Christchurch",8014,2,2,2,511,185,1990,750,16/04/2024,23,TRUE,710000
37 CHURCH LANE,"Merivale, Christchurch",8014,2,1,1,511,120,1960,490,26/09/2023,7,FALSE,710000
2/30 CLISSOLD STREET,"Merivale, Christchurch",8014,2,1,1,511,63,1970,520,9/06/2023,7,FALSE,580000
2/31 CLISSOLD STREET,"Merivale, Christchurch",8014,2,1,1,511,70,2016,520,2/01/2024,16,FALSE,590000
2/18 COX STREET,"Merivale, Christchurch",8014,2,1,1,511,70,1970,540,30/10/2023,7,FALSE,630000
59 COX STREET,"Merivale, Christchurch",8014,2,1,1,511,100,1960,650,5/11/2023,7,FALSE,500000
3/65 COX STREET,"Merivale, Christchurch",8014,2,1,1,511,50,1960,480,19/11/2023,7,FALSE,830000
2/16 EXETER STREET,"Merivale, Christchurch",8014,2,1,1,511,80,1990,580,30/04/2024,9,TRUE,830000
26 GARDEN ROAD,"Merivale, Christchurch",8014,2,2,1,938,113,2019,550,16/01/2024,7,FALSE,490000
5/56 HEWITTS ROAD,"Merivale, Christchurch",8014,2,1,1,511,120,1990,590,18/10/2023,7,FALSE,900000
2/40 LEINSTER ROAD,"Merivale, Christchurch",8014,2,1,1,511,60,1970,415,13/10/2023,18,FALSE,630000
4/106 LEINSTER ROAD,"Merivale, Christchurch",8014,2,2,1,511,130,1970,470,9/12/2023,7,FALSE,580000
1/110 LEINSTER ROAD,"Merivale, Christchurch",8014,2,2,2,506,140,1960,975,22/04/2024,34,TRUE,740000
4/142 LEINSTER ROAD,"Merivale, Christchurch",8014,2,2,1,511,71,2021,505,7/06/2023,7,FALSE,890000
102/142 LEINSTER ROAD,"Merivale, Christchurch",8014,2,2,1,511,71,2021,515,12/04/2023,7,FALSE,570000
106/142 LEINSTER ROAD,"Merivale, Christchurch",8014,2,2,1,511,71,2021,500,29/05/2023,7,FALSE,640000
2/131 MERIVALE LANE,"Merivale, Christchurch",8014,2,1,1,79,82,2021,570,18/01/2024,3,FALSE,1700000
7/131 MERIVALE LANE,"Merivale, Christchurch",8014,2,2,1,71,90,2021,580,10/04/2023,6,FALSE,670000
9/131 MERIVALE LANE,"Merivale, Christchurch",8014,2,2,1,71,90,2021,550,19/09/2023,7,FALSE,530000
13/131 MERIVALE LANE,"Merivale, Christchurch",8014,2,1,1,102,82,2021,580,24/07/2023,7,FALSE,900000
2/62 OFFICE ROAD,"Merivale, Christchurch",8014,2,1,1,511,120,1970,700,7/11/2023,7,FALSE,650000
2/71 OFFICE ROAD,"Merivale, Christchurch",8014,2,2,1,511,110,1970,580,1/11/2024,7,FALSE,690000
3/88 OFFICE ROAD,"Merivale, Christchurch",8014,2,1,1,511,70,1970,390,8/02/2023,7,FALSE,680000
2/98 OFFICE ROAD,"Merivale, Christchurch",8014,2,1,1,511,90,1970,550,15/03/2024,7,FALSE,680000
3/98 OFFICE ROAD,"Merivale, Christchurch",8014,2,1,1,511,90,1970,570,19/10/2023,7,FALSE,750000
1/105 OFFICE ROAD,"Merivale, Christchurch",8014,2,1,1,511,130,1990,625,2/10/2024,7,FALSE,750000
1/118 OFFICE ROAD,"Merivale, Christchurch",8014,2,2,6,804,300,1970,420,8/11/2023,7,FALSE,750000
1/58 PAPANUI ROAD,"Merivale, Christchurch",8014,2,1,1,511,60,1960,495,27/03/2024,30,FALSE,760000
5/58 PAPANUI ROAD,"Merivale, Christchurch",8014,2,1,1,511,60,1960,480,4/08/2024,70,FALSE,690000
8/58 PAPANUI ROAD,"Merivale, Christchurch",8014,2,1,1,511,60,1960,650,17/03/2024,64,FALSE,760000
1/121A PAPANUI ROAD,"Merivale, Christchurch",8014,2,1,1,511,70,1960,500,27/01/2024,7,FALSE,560000
3/121A PAPANUI ROAD,"Merivale, Christchurch",8014,2,1,1,511,90,1960,495,13/09/2023,8,FALSE,590000
5/121A PAPANUI ROAD,"Merivale, Christchurch",8014,2,1,1,511,72,1960,420,6/10/2023,3,FALSE,630000
1/125 PAPANUI ROAD,"Merivale, Christchurch",8014,2,1,1,96,82,2021,520,24/11/2023,22,FALSE,980000
2/125 PAPANUI ROAD,"Merivale, Christchurch",8014,2,1,1,103,82,2021,560,5/09/2023,7,FALSE,2500000
4/264 PAPANUI ROAD,"Merivale, Christchurch",8052,2,1,1,511,92,1940,410,26/10/2023,7,FALSE,360000
7/18 RASTRICK STREET,"Merivale, Christchurch",8014,2,1,1,511,120,1990,495,14/05/2023,7,FALSE,450000
31 RHODES STREET,"Merivale, Christchurch",8014,2,2,2,225,154,2000,850,1/03/2024,27,FALSE,520000
1/14 ROSSALL STREET,"Merivale, Christchurch",8014,2,1,1,511,81,1940,340,31/05/2023,7,FALSE,460000
2/100 ROSSALL STREET,"Merivale, Christchurch",8014,2,1,1,511,80,1995,580,27/02/2024,7,FALSE,550000
102A ROSSALL STREET,"Merivale, Christchurch",8014,2,1,1,160,85,2022,650,12/03/2023,7,FALSE,480000
3/112 ROSSALL STREET,"Merivale, Christchurch",8014,2,1,1,511,90,1960,465,9/07/2023,7,FALSE,750000
144 ROSSALL STREET,"Merivale, Christchurch",8014,2,1,1,766,80,1960,500,30/04/2024,9,TRUE,750000
2/176 ROSSALL STREET,"Merivale, Christchurch",8014,2,1,1,511,120,1970,610,4/02/2024,7,FALSE,720000
2/27 RUGBY STREET,"Merivale, Christchurch",8014,2,1,1,511,70,1970,450,19/12/2023,7,FALSE,730000
1/94 RUGBY STREET,"Merivale, Christchurch",8014,2,4,4,511,360,1970,625,28/03/2024,7,FALSE,1330000
3/94 RUGBY STREET,"Merivale, Christchurch",8014,2,1,1,511,96,1970,530,9/04/2023,57,FALSE,550000
5/126 RUGBY STREET,"Merivale, Christchurch",8014,2,2,1,144,80,2022,580,12/01/2023,8,FALSE,650000
3/12 SHREWSBURY STREET,"Merivale, Christchurch",8014,2,1,1,511,90,1970,620,10/12/2023,18,FALSE,855000
26 STRATFORD STREET,"Merivale, Christchurch",8014,2,1,2,511,130,1970,570,26/04/2024,25,TRUE,580000
1/32 TONBRIDGE STREET,"Merivale, Christchurch",8014,2,1,1,511,60,1975,425,16/08/2023,22,FALSE,600000
3/40 TONBRIDGE STREET,"Merivale, Christchurch",8014,2,1,1,511,60,1970,420,1/05/2024,7,FALSE,730000
4/40 TONBRIDGE STREET,"Merivale, Christchurch",8014,2,1,1,511,60,1970,410,17/08/2023,10,FALSE,630000
1/46 WAIRARAPA TERRACE,"Merivale, Christchurch",8014,2,2,2,918,220,1960,630,25/05/2023,7,FALSE,650000
3/3 WINCHESTER STREET,"Merivale, Christchurch",8014,2,1,1,511,80,1970,475,5/04/2024,5,TRUE,680000
4/3 WINCHESTER STREET,"Merivale, Christchurch",8014,2,1,1,511,80,1970,495,14/01/2024,98,FALSE,850000
5/11 WINCHESTER STREET,"Merivale, Christchurch",8014,2,1,1,511,80,1970,520,13/11/2023,6,FALSE,660000
8/11 WINCHESTER STREET,"Merivale, Christchurch",8014,2,1,1,511,80,1975,410,29/05/2023,7,FALSE,780000
5/21 WINCHESTER STREET,"Merivale, Christchurch",8014,2,1,1,511,70,1960,580,3/08/2024,20,FALSE,490000
2/33 WINCHESTER STREET,"Merivale, Christchurch",8014,2,1,2,511,130,1990,520,19/12/2023,7,FALSE,465000
5/33 WINCHESTER STREET,"Merivale, Christchurch",8014,2,1,2,511,130,1990,530,12/08/2023,8,FALSE,465000
4/102 WINCHESTER STREET,"Merivale, Christchurch",8014,2,1,1,511,80,1970,520,12/05/2023,8,FALSE,650000
6 WROXTON TERRACE,"Merivale, Christchurch",8014,2,1,1,556,160,1960,620,3/05/2024,7,FALSE,520000
1/20 BAY VIEW ROAD,"Moncks Bay, Christchurch",8081,2,1,1,511,60,1965,500,21/09/2023,7,FALSE,520000
151 MAIN ROAD,"Moncks Bay, Christchurch",8081,2,2,2,374,88,1910,950,7/01/2023,7,FALSE,490000
1/2 BRIGID PLACE,"Mount Pleasant, Christchurch",8081,2,1,1,511,121,1970,620,27/02/2024,7,FALSE,500000
15 BRIGID PLACE,"Mount Pleasant, Christchurch",8081,2,1,2,711,123,1980,625,3/04/2024,7,FALSE,751000
1/14 CLEMENTINE LANE,"Mount Pleasant, Christchurch",8081,2,1,2,511,140,1960,620,24/10/2023,7,FALSE,680000
1/8 HOBDAY LANE,"Mount Pleasant, Christchurch",8081,2,1,2,511,150,1980,695,21/06/2023,54,FALSE,700000
238 MAJOR HORNBROOK ROAD,"Mount Pleasant, Christchurch",8081,2,1,4,450,190,1990,820,1/10/2024,7,FALSE,800000
1 MENLO TERRACE,"Mount Pleasant, Christchurch",8081,2,1,1,432,80,1930,450,2/10/2024,7,FALSE,1245000
2/14 MURITAI TERRACE,"Mount Pleasant, Christchurch",8081,2,1,2,511,100,1970,250,1/11/2024,7,FALSE,485000
83 BAKER STREET,"New Brighton, Christchurch",8083,2,1,1,647,83,1950,480,14/06/2023,7,FALSE,1800000
24B BLAKE STREET,"New Brighton, Christchurch",8061,2,1,1,248,70,1975,465,28/10/2023,7,FALSE,650000
2/182 BOWHILL ROAD,"New Brighton, Christchurch",8083,2,1,1,511,61,1970,450,15/06/2023,7,FALSE,810000
2/49 CASTLETOWN PLACE,"New Brighton, Christchurch",8083,2,1,2,511,115,2014,560,2/02/2024,7,FALSE,650000
26 COLLINGWOOD STREET,"New Brighton, Christchurch",8061,2,1,2,506,80,1925,560,26/03/2024,7,FALSE,620000
2/54 COLLINGWOOD STREET,"New Brighton, Christchurch",8061,2,1,1,511,60,1975,420,25/09/2023,7,FALSE,700000
10/71 ESTUARY ROAD,"New Brighton, Christchurch",8061,2,1,1,511,60,1960,510,10/06/2023,7,FALSE,570000
11 FALCON STREET,"New Brighton, Christchurch",8061,2,1,1,506,71,1910,350,26/09/2023,7,FALSE,640000
4/88 HAWKE STREET,"New Brighton, Christchurch",8083,2,1,1,511,50,1975,400,16/11/2023,7,FALSE,520000
276 KEYES ROAD,"New Brighton, Christchurch",8083,2,1,1,437,70,1940,800,5/07/2024,29,TRUE,380000
12 LONSDALE STREET,"New Brighton, Christchurch",8083,2,1,1,515,69,1910,485,6/06/2023,7,FALSE,435000
2/87 LONSDALE STREET,"New Brighton, Christchurch",8083,2,1,1,511,70,1985,420,19/09/2023,7,FALSE,530000
17 MAFEKING STREET,"New Brighton, Christchurch",8061,2,1,2,506,100,1940,550,19/02/2024,7,FALSE,410000
3/179 MARINE PARADE,"New Brighton, Christchurch",8083,2,1,1,511,90,1985,500,5/06/2024,3,TRUE,380000
9/180 MARINE PARADE,"New Brighton, Christchurch",8083,2,2,1,61,95,2023,575,17/05/2023,7,FALSE,405000
7/231 MARINE PARADE,"New Brighton, Christchurch",8061,2,2,1,61,93,2023,580,23/11/2023,7,FALSE,490000
8/231 MARINE PARADE,"New Brighton, Christchurch",8061,2,2,1,91,95,2023,530,9/06/2023,22,FALSE,310000
10/231 MARINE PARADE,"New Brighton, Christchurch",8061,2,2,1,64,58,2023,450,23/04/2024,16,TRUE,500000
19/232 MARINE PARADE,"New Brighton, Christchurch",8061,2,2,1,109,39,2020,420,4/04/2024,7,FALSE,500000
2/245 MARINE PARADE,"New Brighton, Christchurch",8061,2,1,1,511,62,1970,390,9/12/2023,7,FALSE,425000
7/246 MARINE PARADE,"New Brighton, Christchurch",8061,2,1,2,511,120,1990,495,28/02/2024,7,FALSE,550000
8/272 MARINE PARADE,"New Brighton, Christchurch",8061,2,1,1,511,120,2000,580,22/04/2024,17,TRUE,510000
3/288 MARINE PARADE,"New Brighton, Christchurch",8061,2,1,1,511,70,1980,430,13/02/2024,7,FALSE,630000
347 MARINE PARADE,"New Brighton, Christchurch",8061,2,1,1,526,71,1940,630,5/06/2024,3,TRUE,630000
