Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (sqm),Floor Size (sqm),Year Built,Last Rental Price,Last Rental Date,Days on Market,Active Listing,Capital Value,Percentage_Diff,Quarterly Period
199 ASHGROVE TERRACE ,"SOMERFIELD, CHRISTCHURCH",8024,4,3,1.0,656.0,208.0,2008.0,750.0,2024-01-29,6.0,False,1010000,-5.263157894736842,2024Q1
200C RACECOURSE ROAD ,"SOCKBURN, CHRISTCHURCH",8042,5,2,2.0,609.0,160.0,2011.0,850.0,2024-01-29,7.0,False,690000,-12.88888888888889,2024Q1
11D CLARENCE STREET SOUTH,"ADDINGTON, CHRISTCHURCH",8024,2,1,1.0,210.0,100.0,2013.0,520.0,2024-01-29,7.0,False,500000,0.0,2024Q1
66 KENNEDYS BUSH ROAD ,"HALSWELL, CHRISTCHURCH",8025,3,1,2.0,610.0,120.0,1970.0,640.0,2024-01-29,7.0,False,690000,6.666666666666667,2024Q1
138 PACKE STREET,"EDGEWARE, CHRISTCHURCH",8013,2,1,1.0,508.0,70.0,1975.0,525.0,2024-01-29,6.0,False,370000,0.9615384615384616,2024Q1
1/32 CROYDON STREET ,"SYDENHAM, CHRISTCHURCH",8023,3,2,2.0,602.0,220.0,1980.0,575.0,2024-01-29,7.0,False,650000,-3.765690376569038,2024Q1
1/14 CLAYMORE STREET,"WOOLSTON, CHRISTCHURCH",8062,2,1,1.0,508.0,70.0,1975.0,450.0,2024-01-29,7.0,False,400000,0.0,2024Q1
4/12 EDWARD AVENUE,"EDGEWARE, CHRISTCHURCH",8013,2,2,1.0,108.0,71.0,2023.0,560.0,2024-01-29,15.0,False,660000,0.9615384615384616,2024Q1
1/124 HAMILTON AVENUE ,"ILAM, CHRISTCHURCH",8041,5,1,4.0,678.0,300.0,1980.0,530.0,2024-01-29,7.0,False,650000,-5.777777777777778,2024Q1
8/440 BARBADOES STREET,"EDGEWARE, CHRISTCHURCH",8013,2,1,1.0,508.0,123.0,2000.0,530.0,2024-01-29,57.0,False,550000,1.9230769230769231,2024Q1
17 DESMOND STREET ,"MERIVALE, CHRISTCHURCH",8014,3,1,2.0,857.0,210.0,1950.0,849.0,2024-01-29,7.0,False,2110000,6.666666666666667,2024Q1
1/232 WILSONS ROAD,"WALTHAM, CHRISTCHURCH",8023,2,1,1.0,508.0,80.0,1975.0,400.0,2024-01-29,7.0,False,400000,1.9230769230769231,2024Q1
7 WENTWORTH STREET ,"ILAM, CHRISTCHURCH",8041,3,1,1.0,400.0,91.0,1950.0,610.0,2024-01-29,8.0,False,600000,0.8264462809917356,2024Q1
20 AVERILL STREET ,"RICHMOND, CHRISTCHURCH",8013,3,1,1.0,694.0,154.0,1920.0,440.0,2024-01-29,7.0,False,710000,0.8264462809917356,2024Q1
5/17 HIGHSTED ROAD,"BISHOPDALE, CHRISTCHURCH",8053,2,2,1.0,85.0,73.0,2023.0,550.0,2024-01-29,8.0,False,590000,1.4354066985645932,2024Q1
1/39 WALTHAM ROAD,"SYDENHAM, CHRISTCHURCH",8023,2,1,1.0,128.0,73.0,2024.0,515.0,2024-01-29,7.0,False,630000,-1.4354066985645932,2024Q1
1/140 OFFICE ROAD ,"MERIVALE, CHRISTCHURCH",8014,3,1,2.0,508.0,140.0,1990.0,690.0,2024-01-29,7.0,False,980000,-0.8130081300813009,2024Q1
19 MOUNTER AVENUE ,"NORTHWOOD, CHRISTCHURCH",8051,4,2,1.0,551.0,195.0,2005.0,720.0,2024-01-29,7.0,False,860000,-2.0408163265306123,2024Q1
7 GIRVAN STREET ,"FENDALTON, CHRISTCHURCH",8041,4,1,2.0,706.0,221.0,1940.0,950.0,2024-01-29,7.0,False,1100000,0.0,2024Q1
2/34 DEVON STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1.0,508.0,80.0,1975.0,450.0,2024-01-30,7.0,False,360000,-1.4354066985645932,2024Q1
8/272 STANMORE ROAD ,"RICHMOND, CHRISTCHURCH",8013,3,1,2.0,508.0,136.0,2000.0,590.0,2024-01-30,7.0,False,240000,-2.0746887966804977,2024Q1
1/24 SCOTSTON AVENUE ,"ST ALBANS, CHRISTCHURCH",8052,3,1,1.0,508.0,100.0,1960.0,600.0,2024-01-30,13.0,False,590000,0.41841004184100417,2024Q1
2/32 VOGEL STREET,"RICHMOND, CHRISTCHURCH",8013,2,2,1.0,223.0,84.0,2021.0,520.0,2024-01-30,7.0,False,610000,-0.9615384615384616,2024Q1
3/34 BURLINGTON STREET ,"SYDENHAM, CHRISTCHURCH",8023,3,2,1.0,171.0,146.0,2019.0,630.0,2024-01-30,7.0,False,690000,-0.8264462809917356,2024Q1
1/132 HAY STREET ,"BROMLEY, CHRISTCHURCH",8062,4,2,2.0,563.0,220.0,1970.0,435.0,2024-01-30,7.0,False,650000,-2.0408163265306123,2024Q1
5/33 HERCULES STREET,"SHIRLEY, CHRISTCHURCH",8013,2,1,1.0,117.0,63.0,2022.0,500.0,2024-01-30,7.0,False,595000,-3.8461538461538463,2024Q1
31 BUCCLEUGH STREET ,"PHILLIPSTOWN, CHRISTCHURCH",8011,3,1,1.0,539.0,102.0,1910.0,540.0,2024-01-30,7.0,False,520000,-0.8264462809917356,2024Q1
29 BUCCLEUGH STREET ,"PHILLIPSTOWN, CHRISTCHURCH",8011,3,1,1.0,540.0,102.0,1910.0,540.0,2024-01-30,7.0,False,520000,-9.243697478991598,2024Q1
2/186 BLIGHS ROAD,"STROWAN, CHRISTCHURCH",8052,2,1,1.0,508.0,90.0,1970.0,575.0,2024-01-30,7.0,False,580000,0.0,2024Q1
94 PACKE STREET ,"EDGEWARE, CHRISTCHURCH",8013,3,1,2.0,193.0,99.0,2005.0,580.0,2024-01-30,7.0,False,640000,-9.243697478991598,2024Q1
2/122A HAY STREET ,"BROMLEY, CHRISTCHURCH",8062,3,1,1.0,508.0,90.0,1975.0,570.0,2024-01-30,49.0,False,465000,-2.564102564102564,2024Q1
7/4 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2.0,508.0,180.0,1990.0,650.0,2024-01-30,7.0,False,770000,-2.5210084033613445,2024Q1
6/25 BUNYAN STREET,"WALTHAM, CHRISTCHURCH",8023,2,1,1.0,102.0,71.0,2022.0,500.0,2024-01-30,7.0,False,700000,-3.3816425120772946,2024Q1
3/351 BARRINGTON STREET,"SPREYDON, CHRISTCHURCH",8024,2,1,1.0,508.0,85.0,2000.0,530.0,2024-01-31,7.0,False,570000,2.4154589371980677,2024Q1
3 STRICKLAND STREET,"SOMERFIELD, CHRISTCHURCH",8024,2,2,1.0,508.0,150.0,1965.0,450.0,2024-01-31,7.0,False,400000,-3.3816425120772946,2024Q1
348 CLYDE ROAD ,"BRYNDWR, CHRISTCHURCH",8053,3,1,1.0,716.0,100.0,1950.0,560.0,2024-01-31,7.0,False,670000,-2.564102564102564,2024Q1
78 HARTLEY AVENUE ,"STROWAN, CHRISTCHURCH",8052,3,2,2.0,533.0,148.0,1920.0,680.0,2024-01-31,7.0,False,1090000,11.11111111111111,2024Q1
1/21 GLASGOW STREET ,"PHILLIPSTOWN, CHRISTCHURCH",8011,3,2,1.0,184.0,135.0,2024.0,630.0,2024-01-31,7.0,False,610000,5.88235294117647,2024Q1
116 NURSERY ROAD ,"PHILLIPSTOWN, CHRISTCHURCH",8011,3,1,1.0,423.0,100.0,1920.0,480.0,2024-01-31,7.0,False,435000,7.6923076923076925,2024Q1
2/36 ALLARD STREET,"EDGEWARE, CHRISTCHURCH",8013,2,1,1.0,147.0,66.0,2024.0,550.0,2024-01-31,8.0,False,660000,2.4154589371980677,2024Q1
351 SAWYERS ARMS ROAD ,"HAREWOOD, CHRISTCHURCH",8051,3,1,1.0,635.0,90.0,1980.0,600.0,2024-01-31,7.0,False,600000,1.694915254237288,2024Q1
13/93 PACKE STREET ,"EDGEWARE, CHRISTCHURCH",8013,3,2,2.0,305.0,126.0,2016.0,650.0,2024-01-31,7.0,False,750000,1.694915254237288,2024Q1
4/111 OSBORNE STREET,"WALTHAM, CHRISTCHURCH",8011,2,2,1.0,141.0,72.0,2022.0,500.0,2024-01-31,22.0,False,580000,-1.477832512315271,2024Q1
16 HASTINGS STREET WEST,"SYDENHAM, CHRISTCHURCH",8023,2,1,1.0,367.0,125.0,1915.0,620.0,2024-01-31,16.0,False,560000,6.280193236714976,2024Q1
5/272 STANMORE ROAD,"RICHMOND, CHRISTCHURCH",8013,2,1,1.0,508.0,94.0,2000.0,499.0,2024-01-31,7.0,False,230000,-1.477832512315271,2024Q1
33 CHARLES STREET,"WALTHAM, CHRISTCHURCH",8011,2,2,1.0,79.0,72.0,2022.0,500.0,2024-01-31,8.0,False,525000,0.0,2024Q1
17 LANDSDOWNE TERRACE ,"CASHMERE, CHRISTCHURCH",8022,3,1,2.0,918.0,158.0,1966.0,700.0,2024-01-31,7.0,False,960000,10.16949152542373,2024Q1
55B HALSWELL ROAD ,"HILLMORTON, CHRISTCHURCH",8025,3,1,2.0,508.0,147.0,1990.0,800.0,2024-01-31,381.0,False,680000,13.821138211382115,2024Q1
28/101 MACKWORTH STREET,"WOOLSTON, CHRISTCHURCH",8062,2,2,1.0,73.0,72.0,2022.0,490.0,2024-01-31,7.0,False,510000,-0.2,2024Q1
32C CHAMPION STREET ,"EDGEWARE, CHRISTCHURCH",8013,3,1,1.0,508.0,133.0,2006.0,600.0,2024-01-31,7.0,False,640000,13.821138211382115,2024Q1
65 SAMUEL STREET ,"HOON HAY, CHRISTCHURCH",8025,3,1,1.0,814.0,110.0,1950.0,800.0,2024-01-31,309.0,False,620000,25.0,2024Q1
36C FAIRFIELD AVENUE,"ADDINGTON, CHRISTCHURCH",8024,2,1,1.0,208.0,101.0,2013.0,500.0,2024-01-31,7.0,False,590000,0.0,2024Q1
2/17 FREDERICK STREET,"WALTHAM, CHRISTCHURCH",8011,2,2,1.0,125.0,73.0,2023.0,500.0,2024-01-31,15.0,False,575000,0.0,2024Q1
4/33 NEWBRIDGE PLACE,"ILAM, CHRISTCHURCH",8041,2,1,1.0,508.0,70.0,1960.0,475.0,2024-01-31,7.0,False,520000,0.0,2024Q1
8 FINSBURY STREET,"ISLINGTON, CHRISTCHURCH",8042,2,1,1.0,508.0,70.0,1940.0,570.0,2024-01-31,7.0,False,450000,0.0,2024Q1
186 SELWYN STREET ,"SPREYDON, CHRISTCHURCH",8024,3,1,2.0,448.0,110.0,1920.0,530.0,2024-01-31,7.0,False,640000,-6.25,2024Q1
196 SELWYN STREET ,"SPREYDON, CHRISTCHURCH",8024,3,1,1.0,612.0,105.0,1940.0,650.0,2024-01-31,7.0,False,650000,1.5625,2024Q1
1/327 LINCOLN ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,2,1.0,86.0,73.0,2023.0,510.0,2024-01-31,22.0,False,610000,2.0,2024Q1
5/15 BUNYAN STREET ,"WALTHAM, CHRISTCHURCH",8023,3,3,1.0,185.0,97.0,2022.0,650.0,2024-01-31,7.0,False,770000,0.0,2024Q1
76 RETREAT ROAD ,"AVONSIDE, CHRISTCHURCH",8061,3,1,1.0,708.0,120.0,1940.0,650.0,2024-01-31,7.0,False,600000,0.0,2024Q1
14/15 BUNYAN STREET,"WALTHAM, CHRISTCHURCH",8023,2,2,1.0,73.0,70.0,2022.0,510.0,2024-01-31,7.0,False,710000,2.0,2024Q1
7 OAKFORD CLOSE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2.0,508.0,130.0,1990.0,600.0,2024-02-01,7.0,False,580000,0.0,2024Q1
105B DEANS AVENUE ,"RICCARTON, CHRISTCHURCH",8011,3,2,1.0,447.0,137.0,2000.0,625.0,2024-02-01,7.0,False,650000,-3.8461538461538463,2024Q1
2/31 CLISSOLD STREET,"MERIVALE, CHRISTCHURCH",8014,2,1,1.0,508.0,70.0,2016.0,520.0,2024-02-01,16.0,False,580000,2.0,2024Q1
6/17 HEYWOOD TERRACE,"RICHMOND, CHRISTCHURCH",8013,2,1,1.0,508.0,50.0,1975.0,490.0,2024-02-01,7.0,False,305000,2.0,2024Q1
1/80 BISHOP STREET,"ST ALBANS, CHRISTCHURCH",8014,2,5,5.0,931.0,280.0,1974.0,435.0,2024-02-01,7.0,False,650000,-2.0,2024Q1
15 ATTLEE CRESCENT ,"BRYNDWR, CHRISTCHURCH",8053,3,1,1.0,693.0,120.0,1950.0,580.0,2024-02-01,7.0,False,640000,-7.6923076923076925,2024Q1
3 BATEMAN AVENUE ,"BRYNDWR, CHRISTCHURCH",8053,3,1,2.0,703.0,100.0,1940.0,600.0,2024-02-01,14.0,False,650000,-5.88235294117647,2024Q1
121 IDRIS ROAD ,"STROWAN, CHRISTCHURCH",8052,4,1,2.0,540.0,149.0,1950.0,790.0,2024-02-01,11.0,False,710000,7.482993197278912,2024Q1
130 ELIZABETH STREET,"RICCARTON, CHRISTCHURCH",8041,2,3,1.0,98.0,90.0,2023.0,590.0,2024-02-01,7.0,False,620000,-2.0,2024Q1
490B MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,4,2,1.0,326.0,171.0,2005.0,790.0,2024-02-01,7.0,False,700000,5.333333333333334,2024Q1
11A WESTERLEIGH STREET ,"BISHOPDALE, CHRISTCHURCH",8053,3,2,1.0,508.0,140.0,1960.0,570.0,2024-02-01,7.0,False,740000,-5.3061224489795915,2024Q1
2/8 LESLIE STREET,"UPPER RICCARTON, CHRISTCHURCH",8041,2,1,1.0,508.0,90.0,1965.0,545.0,2024-02-01,7.0,False,415000,7.920792079207921,2024Q1
266 MOUNT PLEASANT ROAD ,"MOUNT PLEASANT, CHRISTCHURCH",8081,5,2,2.0,903.0,204.0,1980.0,895.0,2024-02-01,7.0,False,1110000,44.680851063829785,2024Q1
132 BIRDWOOD AVENUE ,"BECKENHAM, CHRISTCHURCH",8023,3,1,2.0,647.0,124.0,1920.0,660.0,2024-02-01,7.0,False,740000,-2.0408163265306123,2024Q1
101/1 HEWITTS ROAD ,"MERIVALE, CHRISTCHURCH",8014,3,3,1.0,508.0,107.0,2022.0,699.0,2024-02-01,25.0,False,860000,3.5294117647058822,2024Q1
2/19 DILWORTH STREET,"RICCARTON, CHRISTCHURCH",8011,2,1,1.0,107.0,70.0,2023.0,540.0,2024-02-01,43.0,False,640000,6.862745098039216,2024Q1
16 LONG STREET,"WOOLSTON, CHRISTCHURCH",8023,2,1,1.0,782.0,112.0,1940.0,590.0,2024-02-01,7.0,False,510000,5.825242718446602,2024Q1
17B HIGHSTED ROAD ,"BISHOPDALE, CHRISTCHURCH",8053,3,1,2.0,586.0,290.0,1990.0,500.0,2024-02-01,9.0,False,1000000,7.755102040816326,2024Q1
205 HIGHSTED ROAD ,"CASEBROOK, CHRISTCHURCH",8051,3,2,2.0,615.0,200.0,1970.0,680.0,2024-02-01,7.0,False,820000,6.666666666666667,2024Q1
5 LONGUEVAL LANE ,"BROOMFIELD, CHRISTCHURCH",8042,3,1,2.0,140.0,126.0,2017.0,600.0,2024-02-01,7.0,False,560000,-2.0408163265306123,2024Q1
118A HALSWELL JUNCTION ROAD ,"HALSWELL, CHRISTCHURCH",8025,4,2,2.0,500.0,160.0,1980.0,690.0,2024-02-01,7.0,False,760000,7.482993197278912,2024Q1
94 SARABANDE AVENUE ,"REDWOOD, CHRISTCHURCH",8051,4,2,2.0,537.0,213.0,2019.0,875.0,2024-02-01,7.0,False,1190000,7.482993197278912,2024Q1
1/16 OXLEY AVENUE,"ST ALBANS, CHRISTCHURCH",8014,2,1,1.0,508.0,70.0,1970.0,600.0,2024-02-01,736.0,False,520000,11.320754716981133,2024Q1
59 SARABANDE AVENUE ,"REDWOOD, CHRISTCHURCH",8051,3,1,2.0,620.0,112.0,1970.0,600.0,2024-02-01,7.0,False,630000,0.0,2024Q1
4/433 MADRAS STREET,"ST ALBANS, CHRISTCHURCH",8014,2,1,2.0,508.0,140.0,1990.0,530.0,2024-02-01,7.0,False,390000,10.2803738317757,2024Q1
3/27 WHITMORE STREET,"EDGEWARE, CHRISTCHURCH",8013,2,1,1.0,508.0,50.0,1975.0,400.0,2024-02-01,7.0,False,315000,0.9523809523809524,2024Q1
156 MILTON STREET,"SOMERFIELD, CHRISTCHURCH",8024,2,1,2.0,685.0,111.0,1910.0,620.0,2024-02-01,7.0,False,630000,-0.9345794392523363,2024Q1
72 ROYDVALE AVENUE ,"BURNSIDE, CHRISTCHURCH",8053,3,1,2.0,690.0,123.0,1960.0,650.0,2024-02-01,7.0,False,720000,0.0,2024Q1
8 HELEN PLACE ,"HALSWELL, CHRISTCHURCH",8025,4,2,2.0,410.0,176.0,2023.0,750.0,2024-02-02,7.0,False,910000,2.0408163265306123,2024Q1
191 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8083,5,2,2.0,519.0,330.0,1990.0,850.0,2024-02-02,7.0,False,800000,44.680851063829785,2024Q1
55 AYLESFORD STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,1,4.0,830.0,121.0,2018.0,580.0,2024-02-02,7.0,False,710000,0.0,2024Q1
386 WILSONS ROAD NORTH ,"WALTHAM, CHRISTCHURCH",8011,3,2,1.0,284.0,128.0,2014.0,620.0,2024-02-02,7.0,False,530000,3.3333333333333335,2024Q1
2/15 HONEYSUCKLE PLACE,"NORTHCOTE, CHRISTCHURCH",8052,2,1,2.0,508.0,130.0,1990.0,530.0,2024-02-02,7.0,False,530000,-0.9345794392523363,2024Q1
26 MUIRHILL STREET ,"HALSWELL, CHRISTCHURCH",8025,4,3,2.0,500.0,185.0,2023.0,800.0,2024-02-02,15.0,False,950000,6.666666666666667,2024Q1
4 CARBINE PLACE ,"SOCKBURN, CHRISTCHURCH",8042,3,1,2.0,607.0,110.0,1960.0,650.0,2024-02-02,7.0,False,580000,1.639344262295082,2024Q1
2/67 OSBORNE STREET,"WALTHAM, CHRISTCHURCH",8011,2,2,1.0,146.0,70.0,2023.0,500.0,2024-02-02,7.0,False,580000,-0.9345794392523363,2024Q1
5/37 BORDESLEY STREET ,"PHILLIPSTOWN, CHRISTCHURCH",8011,3,1,1.0,508.0,90.0,1990.0,490.0,2024-02-02,7.0,False,385000,1.639344262295082,2024Q1
43 CLEARBROOK STREET ,"SHIRLEY, CHRISTCHURCH",8052,3,1,2.0,620.0,120.0,1960.0,640.0,2024-02-02,22.0,False,610000,1.5873015873015872,2024Q1
5 HORNSBY STREET ,"BISHOPDALE, CHRISTCHURCH",8053,3,1,2.0,660.0,110.0,1960.0,630.0,2024-02-02,7.0,False,770000,0.8,2024Q1
2/72 WAINUI STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1.0,508.0,120.0,1990.0,530.0,2024-02-02,7.0,False,570000,3.278688524590164,2024Q1
192 RUTLAND STREET ,"ST ALBANS, CHRISTCHURCH",8052,4,1,2.0,782.0,160.0,1960.0,780.0,2024-02-02,7.0,False,870000,1.9607843137254901,2024Q1
120 ROCKING HORSE ROAD ,"SOUTHSHORE, CHRISTCHURCH",8062,4,1,2.0,612.0,230.0,1970.0,495.0,2024-02-02,7.0,False,740000,1.9607843137254901,2024Q1
38 KITTYHAWK AVENUE ,"WIGRAM, CHRISTCHURCH",8042,3,2,2.0,346.0,158.0,2015.0,680.0,2024-02-02,7.0,False,820000,0.8,2024Q1
5/21 GLASGOW STREET ,"PHILLIPSTOWN, CHRISTCHURCH",8011,3,2,1.0,200.0,139.0,2024.0,630.0,2024-02-02,8.0,False,620000,0.8,2024Q1
21 MAURICE STANTON PLACE ,"SHIRLEY, CHRISTCHURCH",8052,4,1,2.0,606.0,193.0,2000.0,620.0,2024-02-02,7.0,False,780000,-18.954248366013072,2024Q1
82 TAYLORS MISTAKE ROAD ,"SCARBOROUGH, CHRISTCHURCH",8081,5,2,2.0,907.0,322.0,1990.0,920.0,2024-02-02,7.0,False,1475000,52.34042553191489,2024Q1
126 CLARIDGES ROAD ,"CASEBROOK, CHRISTCHURCH",8051,3,3,2.0,300.0,185.0,2022.0,730.0,2024-02-02,7.0,False,1020000,7.936507936507936,2024Q1
1/25 YELLOWSTONE CRESCENT ,"BURWOOD, CHRISTCHURCH",8083,3,2,1.0,508.0,150.0,1970.0,650.0,2024-02-02,7.0,False,580000,2.3622047244094486,2024Q1
14 VERLAMIO LANE,"EDGEWARE, CHRISTCHURCH",8013,2,2,1.0,189.0,96.0,2019.0,550.0,2024-02-02,7.0,False,660000,-2.3041474654377883,2024Q1
5/48 AVALON STREET,"RICHMOND, CHRISTCHURCH",8013,2,1,1.0,508.0,50.0,1965.0,420.0,2024-02-02,7.0,False,305000,-7.834101382488479,2024Q1
496D BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,3,2,2.0,166.0,125.0,2010.0,650.0,2024-02-02,7.0,False,600000,2.3622047244094486,2024Q1
87B BORDESLEY STREET,"PHILLIPSTOWN, CHRISTCHURCH",8011,2,2,1.0,106.0,80.0,2022.0,510.0,2024-02-02,7.0,False,565000,-4.672897196261682,2024Q1
85 PERRY STREET ,"PAPANUI, CHRISTCHURCH",8053,3,1,2.0,640.0,130.0,1970.0,780.0,2024-02-02,7.0,False,850000,0.7751937984496124,2024Q1
76 LINWOOD AVENUE ,"LINWOOD, CHRISTCHURCH",8011,3,2,1.0,481.0,151.0,1915.0,450.0,2024-02-02,7.0,False,560000,0.7751937984496124,2024Q1
2/49 CASTLETOWN PLACE,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,2.0,508.0,115.0,2014.0,560.0,2024-02-02,7.0,False,530000,-4.672897196261682,2024Q1
537 GLOUCESTER STREET ,"LINWOOD, CHRISTCHURCH",8011,3,3,2.0,682.0,293.0,2000.0,350.0,2024-02-02,7.0,False,1000000,-29.133858267716533,2024Q1
107 HAMILTON AVENUE ,"ILAM, CHRISTCHURCH",8041,3,2,2.0,668.0,161.0,1950.0,575.0,2024-02-02,44.0,False,1170000,-29.133858267716533,2024Q1
4/12 FRANKLEIGH STREET,"SOMERFIELD, CHRISTCHURCH",8024,2,1,2.0,508.0,120.0,1990.0,460.0,2024-02-02,7.0,False,580000,-3.7735849056603774,2024Q1
141 ASHGROVE TERRACE ,"SOMERFIELD, CHRISTCHURCH",8024,4,2,2.0,773.0,210.0,1980.0,900.0,2024-02-02,7.0,False,1050000,-21.019108280254777,2024Q1
135A LANGDONS ROAD ,"NORTHCOTE, CHRISTCHURCH",8052,3,1,1.0,508.0,100.0,1950.0,540.0,2024-02-02,7.0,False,560000,-14.285714285714285,2024Q1
434 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,3,1,1.0,229.0,138.0,2005.0,630.0,2024-02-02,7.0,False,680000,-8.73015873015873,2024Q1
37 MACLAREN ROAD ,"WIGRAM, CHRISTCHURCH",8042,3,2,2.0,284.0,115.0,2013.0,640.0,2024-02-02,7.0,False,680000,-0.7874015748031495,2024Q1
112 MEMORIAL AVENUE ,"BURNSIDE, CHRISTCHURCH",8053,3,1,4.0,878.0,310.0,1980.0,730.0,2024-02-02,15.0,False,650000,0.7874015748031495,2024Q1
16 LEAGUE LANE,"PHILLIPSTOWN, CHRISTCHURCH",8011,2,1,1.0,180.0,82.0,2018.0,480.0,2024-02-02,7.0,False,520000,-7.6923076923076925,2024Q1
37 JOLLIE STREET ,"LINWOOD, CHRISTCHURCH",8062,3,1,1.0,711.0,110.0,1970.0,400.0,2024-02-03,7.0,False,385000,0.7874015748031495,2024Q1
24 MOANA STREET ,"SOMERFIELD, CHRISTCHURCH",8024,5,3,1.0,696.0,197.0,1930.0,285.0,2024-02-03,7.0,False,1050000,44.680851063829785,2024Q1
6 REDCLIFFS VIEW LANE ,"REDCLIFFS, CHRISTCHURCH",8081,6,4,2.0,508.0,330.0,2000.0,950.0,2024-02-03,7.0,False,1610000,61.97183098591549,2024Q1
29 MOMORANGI CRESCENT ,"REDWOOD, CHRISTCHURCH",8051,4,1,2.0,774.0,170.0,1980.0,680.0,2024-02-03,8.0,False,630000,-11.11111111111111,2024Q1
19/10 REX STREET,"RICCARTON, CHRISTCHURCH",8041,2,1,1.0,508.0,80.0,2016.0,535.0,2024-02-03,7.0,False,640000,-7.6923076923076925,2024Q1
21 SCOTSTON AVENUE ,"ST ALBANS, CHRISTCHURCH",8052,4,3,5.0,404.0,197.0,1960.0,800.0,2024-02-04,12.0,False,1040000,1.910828025477707,2024Q1
1/15 BUNYAN STREET ,"WALTHAM, CHRISTCHURCH",8023,3,3,1.0,122.0,97.0,2022.0,590.0,2024-02-05,53.0,False,750000,-3.278688524590164,2024Q1
4/14 CROHANE PLACE,"ADDINGTON, CHRISTCHURCH",8024,2,2,1.0,142.0,76.0,2023.0,540.0,2024-02-05,15.0,False,620000,2.8846153846153846,2024Q1
4/128 EDINBURGH STREET,"SPREYDON, CHRISTCHURCH",8024,2,2,1.0,76.0,73.0,2023.0,540.0,2024-02-05,15.0,False,550000,1.4084507042253522,2024Q1
57B CHAMPION STREET,"EDGEWARE, CHRISTCHURCH",8013,2,1,1.0,150.0,82.0,2017.0,530.0,2024-02-06,7.0,False,570000,1.8867924528301887,2024Q1
1/28 CORONATION STREET ,"SPREYDON, CHRISTCHURCH",8024,3,1,1.0,508.0,103.0,1950.0,580.0,2024-02-06,7.0,False,630000,-0.8547008547008548,2024Q1
64A FAIRFIELD AVENUE ,"ADDINGTON, CHRISTCHURCH",8024,3,1,2.0,230.0,130.0,2007.0,600.0,2024-02-06,7.0,False,720000,0.8547008547008548,2024Q1
8 KEIGHLEYS ROAD ,"BROMLEY, CHRISTCHURCH",8062,3,1,1.0,618.0,94.0,1960.0,630.0,2024-02-06,7.0,False,510000,2.564102564102564,2024Q1
4/8 LANE STREET,"WOOLSTON, CHRISTCHURCH",8023,2,1,1.0,508.0,80.0,1975.0,415.0,2024-02-06,7.0,False,370000,1.9230769230769231,2024Q1
5/35 PERCY STREET,"PHILLIPSTOWN, CHRISTCHURCH",8011,2,2,1.0,81.0,78.0,2021.0,520.0,2024-02-06,7.0,False,620000,-0.9523809523809524,2024Q1
2/73C FISHER AVENUE,"BECKENHAM, CHRISTCHURCH",8023,2,1,2.0,508.0,140.0,1975.0,700.0,2024-02-06,7.0,False,620000,-0.9523809523809524,2024Q1
4/56 GERALDINE STREET,"EDGEWARE, CHRISTCHURCH",8013,2,1,1.0,508.0,97.0,2020.0,550.0,2024-02-06,7.0,False,610000,3.286384976525822,2024Q1
5/25 HUMBOLDT STREET,"SYDENHAM, CHRISTCHURCH",8023,2,1,1.0,508.0,90.0,1990.0,400.0,2024-02-06,7.0,False,435000,3.286384976525822,2024Q1
24 SHARMAN PLACE ,"WIGRAM, CHRISTCHURCH",8042,3,2,2.0,326.0,141.0,2018.0,690.0,2024-02-06,7.0,False,780000,5.88235294117647,2024Q1
4/67 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2.0,508.0,150.0,1990.0,620.0,2024-02-06,7.0,False,510000,3.278688524590164,2024Q1
35 MOUNTFORT STREET ,"SPREYDON, CHRISTCHURCH",8024,3,1,2.0,647.0,120.0,1960.0,649.0,2024-02-06,7.0,False,620000,3.84,2024Q1
2/265 LYTTELTON STREET,"SPREYDON, CHRISTCHURCH",8024,2,1,1.0,88.0,71.0,2022.0,509.0,2024-02-06,7.0,False,570000,-3.0476190476190474,2024Q1
2/86 AORANGI ROAD,"BRYNDWR, CHRISTCHURCH",8053,2,1,2.0,508.0,130.0,1990.0,560.0,2024-02-06,7.0,False,600000,-4.413145539906103,2024Q1
76 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,3,1,2.0,302.0,140.0,1990.0,595.0,2024-02-06,7.0,False,630000,-0.8,2024Q1
65 BOSTON AVENUE ,"HORNBY, CHRISTCHURCH",8042,3,1,1.0,607.0,110.0,1960.0,580.0,2024-02-06,7.0,False,580000,-2.459016393442623,2024Q1
