Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (sqm),Floor Size (sqm),Year Built,Last Rental Price,Last Rental Date,Days on Market,Active Listing,Capital Value,Land Value,Z_Last Rental Price,Z_Bath,Z_Car,Z_Land Size (sqm),Z_Floor Size (sqm),Z_Year Built,Z_Days on Market,Z_Capital Value
8/82 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,70.0,1985.0,480.0,2024-04-08,12,False,435000.0,245000.0,-0.8672142857142857,0.0,0.0,0.0,-0.44966666666666666,-1.2044642857142858,3372500000.0,-1.5898928571428572
76C CANON STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,184.0,91.0,2005.0,480.0,2023-11-20,7,False,530000.0,280000.0,-0.8672142857142857,0.0,0.0,-22933000000.0,0.7307083333333333,-0.24089285714285716,0.0,-0.6745
2/59 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,80.0,1965.0,480.0,2024-09-26,7,False,385000.0,165000.0,-0.8672142857142857,0.0,0.0,0.0,0.11241666666666666,-2.1680357142857143,0.0,-2.0716785714285715
3/90 EDGEWARE ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,73.0,2015.0,480.0,2023-12-01,7,False,600000.0,210000.0,-0.8672142857142857,0.0,0.0,0.0,-0.2810416666666667,0.24089285714285716,0.0,0.0
2/30 GORDON AVENUE ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,5.0,218.0,390.0,1970.0,480.0,2023-08-10,7,False,670000.0,305000.0,-0.8672142857142857,0.0,2698000000.0,0.0,17.537,-1.9271428571428573,0.0,0.6745
1/67 HOLLY ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,60.0,1970.0,480.0,2023-08-16,7,False,450000.0,275000.0,-0.8672142857142857,0.0,0.0,0.0,-1.01175,-1.9271428571428573,0.0,-1.4453571428571428
1/97 SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,153.0,66.0,2023.0,480.0,2024-10-03,37,False,640000.0,250000.0,-0.8672142857142857,0.0,0.0,-43842500000.0,-0.6745,0.6263214285714286,20235000000.0,0.38542857142857145
1/14 WINTON STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,100.0,1970.0,480.0,2024-08-20,7,False,500000.0,260000.0,-0.8672142857142857,0.0,0.0,0.0,1.2365833333333334,-1.9271428571428573,0.0,-0.9635714285714285
4/544 BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,60.0,1975.0,475.0,2024-09-13,4,False,390000.0,190000.0,-0.9635714285714286,0.0,0.0,0.0,-1.01175,-1.6862499999999998,-2023499999.9999998,-2.0235
9/82 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,2.0,218.0,70.0,1985.0,475.0,2024-07-12,22,False,435000.0,245000.0,-0.9635714285714286,0.0,674500000.0,0.0,-0.44966666666666666,-1.2044642857142858,10117500000.0,-1.5898928571428572
6/78 HOLLY ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,70.0,1960.0,475.0,2024-08-02,7,False,430000.0,220000.0,-0.9635714285714286,0.0,0.0,0.0,-0.44966666666666666,-2.4089285714285715,0.0,-1.6380714285714286
2/16 LINDSAY STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,80.0,1970.0,475.0,2024-12-12,22,True,475000.0,170000.0,-0.9635714285714286,0.0,0.0,0.0,0.11241666666666666,-1.9271428571428573,10117500000.0,-1.2044642857142858
4/102 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,5.0,7,6.0,218.0,540.0,2000.0,475.0,2024-10-02,50,False,1850000.0,1710000.0,-0.22864406779661017,6.745,2.0235,-2.137822033898305,3.2769458333333334,0.44966666666666666,29003499999.999996,2.9019186046511627
1/46 STRATHFIELD AVENUE ,"DALLINGTON, CHRISTCHURCH",8061,2.0,1,1.0,218.0,83.0,1975.0,470.0,2024-06-04,7,False,405000.0,210000.0,-1.0599285714285713,0.0,0.0,0.0,0.2810416666666667,-1.6862499999999998,0.0,-1.8789642857142856
3/32 EDWARD AVENUE ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,76.0,2017.0,470.0,2024-01-05,7,False,570000.0,170000.0,-1.0599285714285713,0.0,0.0,0.0,-0.11241666666666666,0.33725,0.0,-0.2890714285714286
3/34 EDWARD AVENUE ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,60.0,1970.0,470.0,2023-07-05,7,False,405000.0,170000.0,-1.0599285714285713,0.0,0.0,0.0,-1.01175,-1.9271428571428573,0.0,-1.8789642857142856
191 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,650.0,110.0,1930.0,470.0,2024-02-15,17,False,690000.0,380000.0,-1.0599285714285713,0.0,0.0,291384000000.0,1.7986666666666666,-3.8542857142857145,6745000000.0,0.8672142857142857
5/34 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,218.0,110.0,1990.0,470.0,2024-01-17,7,False,600000.0,295000.0,-2.4282,0.0,0.0,0.0,-0.9635714285714286,-0.33725,0.0,-1.1241666666666668
7/38 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,218.0,110.0,1990.0,470.0,2023-10-13,7,False,620000.0,340000.0,-2.4282,0.0,0.0,0.0,-0.9635714285714286,-0.33725,0.0,-0.9742777777777778
3/100 HOLLY ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,70.0,1970.0,470.0,2024-11-18,17,False,465000.0,265000.0,-1.0599285714285713,0.0,0.0,0.0,-0.44966666666666666,-1.9271428571428573,6745000000.0,-1.3008214285714286
4/444 MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,80.0,1975.0,470.0,2024-12-16,18,True,455000.0,315000.0,-1.0599285714285713,0.0,0.0,0.0,0.11241666666666666,-1.6862499999999998,7419500000.0,-1.3971785714285714
3/10 PITT PLACE ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,64.0,1960.0,470.0,2024-11-29,22,False,500000.0,350000.0,-1.0599285714285713,0.0,0.0,0.0,-0.7869166666666666,-2.4089285714285715,10117500000.0,-0.9635714285714285
5/49 RANFURLY STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,75.0,1960.0,470.0,2024-08-15,43,False,500000.0,265000.0,-1.0599285714285713,0.0,0.0,0.0,-0.168625,-2.4089285714285715,24282000000.0,-0.9635714285714285
1/205 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,80.0,1970.0,470.0,2024-06-28,10,False,540000.0,280000.0,-1.0599285714285713,0.0,0.0,0.0,0.11241666666666666,-1.9271428571428573,2023499999.9999998,-0.5781428571428572
35 WINTON STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,110.0,1990.0,470.0,2024-12-05,29,True,630000.0,260000.0,-1.0599285714285713,0.0,0.0,0.0,1.7986666666666666,-0.9635714285714286,14839000000.0,0.2890714285714286
1/182 GERALDINE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,3.0,690.0,300.0,1970.0,465.0,2023-11-30,7,False,670000.0,305000.0,-1.1562857142857144,0.0,1349000000.0,318363999999.99994,12.478250000000001,-1.9271428571428573,0.0,0.6745
2/234A SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,90.0,1990.0,465.0,2024-02-22,7,False,550000.0,230000.0,-1.1562857142857144,0.0,0.0,0.0,0.6745,-0.9635714285714286,0.0,-0.48178571428571426
111B CANON STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,270.0,92.0,2000.0,460.0,2024-05-23,7,False,530000.0,305000.0,-1.2526428571428572,0.0,0.0,35073999999.99999,0.7869166666666666,-0.4817857142857143,0.0,-0.6745
3/75 GERALDINE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,56.0,2016.0,460.0,2024-01-17,7,False,450000.0,185000.0,-1.2526428571428572,0.0,0.0,0.0,-1.2365833333333334,0.28907142857142853,0.0,-1.4453571428571428
121A FRANCIS AVENUE ,"MAIREHAU, CHRISTCHURCH",8013,4.0,2,2.0,885.0,142.0,1970.0,460.0,2023-10-13,7,False,850000.0,410000.0,-1.69974,0.0,0.0,1.2976957494407158,-0.59356,-0.043237179487179485,0.0,-0.22483333333333333
D2/101 CALEDONIAN ROAD ,"ST ALBANS, CHRISTCHURCH",8014,1.0,1,2.0,218.0,57.0,2010.0,460.0,2024-10-14,7,False,415000.0,175000.0,0.8993333333333333,0.0,674500000.0,0.0,0.2698,1.5738333333333332,0.0,0.0
D3/101 CALEDONIAN ROAD ,"ST ALBANS, CHRISTCHURCH",8014,1.0,1,2.0,218.0,57.0,2010.0,460.0,2023-10-28,7,False,415000.0,175000.0,0.8993333333333333,0.0,674500000.0,0.0,0.2698,1.5738333333333332,0.0,0.0
B5/101 CALEDONIAN ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,2.0,218.0,63.0,2000.0,460.0,2023-07-27,22,False,440000.0,175000.0,-1.2526428571428572,0.0,674500000.0,0.0,-0.843125,-0.4817857142857143,10117500000.0,-1.5417142857142858
2/171 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,75.0,2021.0,460.0,2024-07-04,7,False,600000.0,190000.0,-1.2526428571428572,0.0,0.0,0.0,-0.168625,0.5299642857142858,0.0,0.0
2/37 PURCHAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,70.0,1965.0,460.0,2024-07-30,7,False,470000.0,325000.0,-1.2526428571428572,0.0,0.0,0.0,-0.44966666666666666,-2.1680357142857143,0.0,-1.2526428571428572
1/26 TRAFALGAR STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,80.0,1970.0,460.0,2023-12-05,7,False,510000.0,365000.0,-1.2526428571428572,0.0,0.0,0.0,0.11241666666666666,-1.9271428571428573,0.0,-0.8672142857142857
5/240 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,1.0,1,1.0,218.0,80.0,1960.0,459.0,2023-12-06,7,False,400000.0,215000.0,0.8768499999999999,0.0,0.0,0.0,3.3725,-0.6745,0.0,-0.168625
1/9 ALLARD STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,60.0,1970.0,450.0,2023-12-05,41,False,460000.0,160000.0,-1.4453571428571428,0.0,0.0,0.0,-1.01175,-1.9271428571428573,22933000000.0,-1.349
1/491 BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,80.0,1975.0,450.0,2023-11-10,7,False,455000.0,250000.0,-1.4453571428571428,0.0,0.0,0.0,0.11241666666666666,-1.6862499999999998,0.0,-1.3971785714285714
2/544 BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,60.0,1975.0,450.0,2023-08-09,5,False,390000.0,190000.0,-1.4453571428571428,0.0,0.0,0.0,-1.01175,-1.6862499999999998,-1349000000.0,-2.0235
8/544 BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,60.0,1975.0,450.0,2023-08-09,5,False,390000.0,190000.0,-1.4453571428571428,0.0,0.0,0.0,-1.01175,-1.6862499999999998,-1349000000.0,-2.0235
1/606 BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,50.0,1970.0,450.0,2024-09-02,7,False,390000.0,180000.0,-1.4453571428571428,0.0,0.0,0.0,-1.5738333333333332,-1.9271428571428573,0.0,-2.0235
3/225 EDGEWARE ROAD ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,60.0,1970.0,450.0,2024-12-17,21,True,360000.0,143000.0,-1.4453571428571428,0.0,0.0,0.0,-1.01175,-1.9271428571428573,9442999999.999998,-2.3125714285714287
4/133 GERALDINE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,60.0,1975.0,450.0,2024-11-06,7,False,365000.0,225000.0,-1.4453571428571428,0.0,0.0,0.0,-1.01175,-1.6862499999999998,0.0,-2.264392857142857
2/13 ABBERLEY CRESCENT ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,130.0,1980.0,450.0,2023-08-20,7,False,775000.0,420000.0,-1.4453571428571428,0.0,0.0,0.0,2.922833333333333,-1.4453571428571428,0.0,1.68625
2/46 ABBERLEY CRESCENT ,"ST ALBANS, CHRISTCHURCH",8014,1.0,1,1.0,218.0,58.0,1975.0,450.0,2024-04-30,7,False,470000.0,370000.0,0.6745,0.0,0.0,0.0,0.40469999999999995,0.0,0.0,0.6182916666666667
C3/101 CALEDONIAN ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,2.0,218.0,67.0,2010.0,450.0,2024-09-03,7,False,440000.0,175000.0,-1.4453571428571428,0.0,674500000.0,0.0,-0.6182916666666667,0.0,0.0,-1.5417142857142858
44 DEE STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,90.0,1975.0,450.0,2023-09-28,7,False,510000.0,285000.0,-1.4453571428571428,0.0,0.0,0.0,0.6745,-1.6862499999999998,0.0,-0.8672142857142857
3/23 EDGEWARE ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,60.0,1970.0,450.0,2024-06-10,7,False,435000.0,240000.0,-1.4453571428571428,0.0,0.0,0.0,-1.01175,-1.9271428571428573,0.0,-1.5898928571428572
1/78 HOLLY ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,70.0,1960.0,450.0,2024-01-04,7,False,430000.0,255000.0,-1.4453571428571428,0.0,0.0,0.0,-0.44966666666666666,-2.4089285714285715,0.0,-1.6380714285714286
7/78 HOLLY ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,70.0,1960.0,450.0,2024-04-15,21,False,430000.0,190000.0,-1.4453571428571428,0.0,0.0,0.0,-0.44966666666666666,-2.4089285714285715,9442999999.999998,-1.6380714285714286
5/12 KEOGHS LANE ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,80.0,1976.0,450.0,2024-11-26,7,False,500000.0,265000.0,-1.4453571428571428,0.0,0.0,0.0,0.11241666666666666,-1.6380714285714286,0.0,-0.9635714285714285
2/459 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,40.0,1975.0,450.0,2024-11-24,14,False,350000.0,230000.0,-1.4453571428571428,0.0,0.0,0.0,-2.1359166666666667,-1.6862499999999998,4721499999.999999,-2.4089285714285715
2 OXLEY AVENUE ,"ST ALBANS, CHRISTCHURCH",8014,4.0,2,1.0,500.0,144.0,1915.0,450.0,2023-10-08,7,False,900000.0,600000.0,-1.7537,0.0,-674500000.0,0.13580536912751678,-0.5396,-0.9944551282051282,0.0,0.0
1/33 RANFURLY STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,90.0,1950.0,450.0,2023-10-12,7,False,570000.0,450000.0,-1.4453571428571428,0.0,0.0,0.0,0.6745,-2.8907142857142856,0.0,-0.2890714285714286
4/46 TRAFALGAR STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,218.0,112.0,2016.0,450.0,2024-08-05,7,False,790000.0,280000.0,-1.4453571428571428,674500000.0,0.0,0.0,1.9110833333333332,0.28907142857142853,0.0,1.8307857142857142
2/13 ALLARD STREET ,"EDGEWARE, CHRISTCHURCH",8013,1.0,1,1.0,218.0,50.0,1990.0,445.0,2023-10-03,7,False,415000.0,170000.0,0.5620833333333334,0.0,0.0,0.0,-0.6745,0.6745,0.0,0.0
3/142 GERALDINE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,80.0,1975.0,445.0,2024-11-26,7,False,375000.0,230000.0,-1.5417142857142858,0.0,0.0,0.0,0.11241666666666666,-1.6862499999999998,0.0,-2.1680357142857143
4/76 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,82.0,1965.0,445.0,2024-06-12,7,False,530000.0,265000.0,-1.5417142857142858,0.0,0.0,0.0,0.22483333333333333,-2.1680357142857143,0.0,-0.6745
3/40 GORDON AVENUE ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,80.0,1970.0,445.0,2024-08-15,7,False,560000.0,405000.0,-1.5417142857142858,0.0,0.0,0.0,0.11241666666666666,-1.9271428571428573,0.0,-0.38542857142857145
35 KINLEYS LANE ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,70.0,1970.0,445.0,2024-10-29,7,False,465000.0,335000.0,-1.5417142857142858,0.0,0.0,0.0,-0.44966666666666666,-1.9271428571428573,0.0,-1.3008214285714286
1/46 TRAFALGAR STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,94.0,2016.0,445.0,2024-04-11,7,False,740000.0,320000.0,-1.5417142857142858,0.0,0.0,0.0,0.8993333333333333,0.28907142857142853,0.0,1.349
2/56 AYLESFORD STREET ,"MAIREHAU, CHRISTCHURCH",8013,2.0,1,1.0,218.0,64.0,1970.0,440.0,2024-03-05,7,False,375000.0,230000.0,-1.6380714285714284,0.0,0.0,0.0,-0.7869166666666666,-1.9271428571428573,0.0,-2.1680357142857143
47 BERRY STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,90.0,1960.0,440.0,2023-10-10,7,False,480000.0,315000.0,-1.6380714285714284,0.0,0.0,0.0,0.6745,-2.4089285714285715,0.0,-1.1562857142857144
7/15 BERWICK STREET ,"ST ALBANS, CHRISTCHURCH",8014,1.0,1,1.0,154.0,48.0,2024.0,440.0,2024-08-27,8,False,600000.0,250000.0,0.44966666666666666,0.0,0.0,-43168000000.0,-0.9442999999999999,2.2033666666666667,674500000.0,2.0797083333333335
15/27 CORNWALL STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,2.0,218.0,90.0,2016.0,440.0,2023-11-06,7,False,640000.0,220000.0,-1.6380714285714284,0.0,674500000.0,0.0,0.6745,0.28907142857142853,0.0,0.38542857142857145
16/27 CORNWALL STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,218.0,90.0,1970.0,440.0,2023-11-20,7,False,610000.0,220000.0,-2.8329000000000004,0.0,0.0,0.0,-1.9271428571428573,-1.01175,0.0,-1.0492222222222223
1/18 GORDON AVENUE ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,70.0,1960.0,440.0,2023-10-05,32,False,530000.0,345000.0,-1.6380714285714284,0.0,0.0,0.0,-0.44966666666666666,-2.4089285714285715,16862500000.0,-0.6745
2/29 GORDON AVENUE ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,60.0,1960.0,440.0,2024-06-18,55,False,440000.0,265000.0,-1.6380714285714284,0.0,0.0,0.0,-1.01175,-2.4089285714285715,32375999999.999996,-1.5417142857142858
58 MALVERN STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,2,3.0,630.0,210.0,2000.0,440.0,2024-08-20,7,False,1110000.0,670000.0,-1.80766,0.0,674500000.0,0.5281319910514541,1.24108,0.4756089743589743,0.0,0.9443
1/71 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,90.0,2000.0,440.0,2024-04-19,7,False,520000.0,215000.0,-1.6380714285714284,0.0,0.0,0.0,0.6745,-0.4817857142857143,0.0,-0.7708571428571429
38 TRAFALGAR STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,2,2.0,479.0,140.0,1960.0,440.0,2024-08-05,7,False,770000.0,540000.0,-1.80766,0.0,0.0,0.07242953020134228,-0.64752,-0.21618589743589745,0.0,-0.5845666666666667
1/80 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,5,5.0,931.0,280.0,1974.0,435.0,2024-02-01,7,False,670000.0,305000.0,-1.7344285714285714,2698000000.0,2698000000.0,480918499999.99994,11.354083333333334,-1.7344285714285714,0.0,0.6745
10 REHUA LANE ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,60.0,1980.0,435.0,2024-02-13,7,False,510000.0,210000.0,-1.7344285714285714,0.0,0.0,0.0,-1.01175,-1.4453571428571428,0.0,-0.8672142857142857
3/221 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,73.0,1960.0,435.0,2024-06-24,7,False,475000.0,255000.0,-1.7344285714285714,0.0,0.0,0.0,-0.2810416666666667,-2.4089285714285715,0.0,-1.2044642857142858
3/118 GERALDINE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,60.0,1975.0,430.0,2024-02-28,7,False,370000.0,200000.0,-1.8307857142857142,0.0,0.0,0.0,-1.01175,-1.6862499999999998,0.0,-2.216214285714286
4/126 GERALDINE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,60.0,1965.0,430.0,2024-11-19,35,False,370000.0,200000.0,-1.8307857142857142,0.0,0.0,0.0,-1.01175,-2.1680357142857143,18885999999.999996,-2.216214285714286
4/134 GERALDINE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,68.0,2017.0,430.0,2024-08-01,7,False,510000.0,200000.0,-1.8307857142857142,0.0,0.0,0.0,-0.5620833333333334,0.33725,0.0,-0.8672142857142857
4/107 HOLLY ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,70.0,1970.0,430.0,2024-08-19,20,False,500000.0,265000.0,-1.8307857142857142,0.0,0.0,0.0,-0.44966666666666666,-1.9271428571428573,8768499999.999998,-0.9635714285714285
7/424 MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,317.0,90.0,2010.0,430.0,2024-09-30,7,False,620000.0,255000.0,-1.8307857142857142,674500000.0,0.0,66775499999.99999,0.6745,0.0,0.0,0.19271428571428573
2/444 MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,70.0,1975.0,430.0,2023-11-29,14,False,455000.0,280000.0,-1.8307857142857142,0.0,0.0,0.0,-0.44966666666666666,-1.6862499999999998,4721499999.999999,-1.3971785714285714
3/7 RADNOR STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,60.0,1960.0,430.0,2024-07-03,28,False,460000.0,240000.0,-1.8307857142857142,0.0,0.0,0.0,-1.01175,-2.4089285714285715,14164500000.0,-1.349
11 REHUA LANE ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,60.0,1980.0,430.0,2024-09-30,7,False,510000.0,210000.0,-1.8307857142857142,0.0,0.0,0.0,-1.01175,-1.4453571428571428,0.0,-0.8672142857142857
64 TRAFALGAR STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,2.0,433.0,100.0,1960.0,430.0,2024-05-30,47,False,620000.0,485000.0,-1.8307857142857142,674500000.0,674500000.0,145017499999.99997,1.2365833333333334,-2.4089285714285715,26980000000.0,0.19271428571428573
3/67 TRAFALGAR STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,70.0,1970.0,430.0,2023-07-26,16,False,400000.0,290000.0,-1.8307857142857142,0.0,0.0,0.0,-0.44966666666666666,-1.9271428571428573,6070500000.0,-1.927142857142857
1/603 BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,4.0,2,1.0,218.0,130.0,1925.0,425.0,2024-03-03,86,False,300000.0,265000.0,-1.8885999999999998,0.0,-674500000.0,-0.7152416107382551,-0.91732,-0.8215064102564102,53285499999.99999,-2.698
3/126 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,80.0,1975.0,425.0,2023-11-17,7,False,390000.0,265000.0,-1.9271428571428573,0.0,0.0,0.0,0.11241666666666666,-1.6862499999999998,0.0,-2.0235
4/990 COLOMBO STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,80.0,1965.0,425.0,2023-11-09,22,False,435000.0,335000.0,-1.9271428571428573,0.0,0.0,0.0,0.11241666666666666,-2.1680357142857143,10117500000.0,-1.5898928571428572
12/544 BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,60.0,1975.0,420.0,2024-07-05,44,False,375000.0,190000.0,-2.0235000000000003,0.0,0.0,0.0,-1.01175,-1.6862499999999998,24956499999.999996,-2.1680357142857143
2/116 PACKE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,70.0,1965.0,420.0,2023-09-29,7,False,340000.0,180000.0,-2.0235000000000003,0.0,0.0,0.0,-0.44966666666666666,-2.1680357142857143,0.0,-2.5052857142857143
B12/101 CALEDONIAN ROAD ,"ST ALBANS, CHRISTCHURCH",8014,1.0,1,2.0,218.0,52.0,2000.0,420.0,2024-03-19,7,False,440000.0,175000.0,0.0,0.0,674500000.0,0.0,-0.40469999999999995,1.1241666666666668,0.0,0.2810416666666667
2A COLES PLACE ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,100.0,1980.0,420.0,2023-12-03,7,False,670000.0,255000.0,-2.0235000000000003,0.0,0.0,0.0,1.2365833333333334,-1.4453571428571428,0.0,0.6745
1/83 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,70.0,1960.0,420.0,2024-10-22,7,False,450000.0,175000.0,-2.0235000000000003,0.0,0.0,0.0,-0.44966666666666666,-2.4089285714285715,0.0,-1.4453571428571428
3/107 HOLLY ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,70.0,1970.0,420.0,2024-06-20,7,False,470000.0,275000.0,-2.0235000000000003,0.0,0.0,0.0,-0.44966666666666666,-1.9271428571428573,0.0,-1.2526428571428572
144A INNES ROAD ,"ST ALBANS, CHRISTCHURCH",8052,2.0,1,1.0,218.0,70.0,1970.0,420.0,2024-12-09,25,True,620000.0,405000.0,-2.0235000000000003,0.0,0.0,0.0,-0.44966666666666666,-1.9271428571428573,12141000000.0,0.19271428571428573
5/459 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,1.0,1,1.0,218.0,40.0,1975.0,420.0,2024-05-28,7,False,320000.0,230000.0,0.0,0.0,0.0,0.0,-2.0235,0.0,0.0,-1.0679583333333333
3/479 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,90.0,1975.0,420.0,2024-06-17,7,False,420000.0,265000.0,-2.0235000000000003,0.0,0.0,0.0,0.6745,-1.6862499999999998,0.0,-1.7344285714285714
4/23 OXLEY AVENUE ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,60.0,1970.0,420.0,2024-09-10,33,False,350000.0,160000.0,-2.0235000000000003,0.0,0.0,0.0,-1.01175,-1.9271428571428573,17536999999.999996,-2.4089285714285715
